"Plot Title: two"
"#","Date Time, GMT-08:00","K-Type, °F (LGR S/N: 21379101, SEN S/N: 21379101, LBL: A)","K-Type, °F (LGR S/N: 21379101, SEN S/N: 21379101, LBL: B)","K-Type, °F (LGR S/N: 21379101, SEN S/N: 21379101, LBL: C)","K-Type, °F (LGR S/N: 21379101, SEN S/N: 21379101, LBL: D)","Host Connected (LGR S/N: 21379101)","Stopped (LGR S/N: 21379101)","End Of File (LGR S/N: 21379101)"
36618,11/08/25 12:30:51 PM,88.36,88.16,87.71,82.69,,,
36619,11/08/25 12:30:54 PM,87.80,87.91,87.26,82.65,,,
36620,11/08/25 12:30:57 PM,87.87,87.66,87.15,82.60,,,
36621,11/08/25 12:31:00 PM,87.73,87.30,86.88,82.51,,,
36622,11/08/25 12:31:03 PM,87.66,87.30,86.83,82.58,,,
36623,11/08/25 12:31:06 PM,87.49,87.13,86.74,82.47,,,
36624,11/08/25 12:31:09 PM,87.30,87.01,86.65,82.44,,,
36625,11/08/25 12:31:12 PM,87.12,86.70,86.40,82.58,,,
36626,11/08/25 12:31:15 PM,86.83,86.65,86.14,82.53,,,
36627,11/08/25 12:31:18 PM,86.85,86.65,86.11,82.45,,,
36628,11/08/25 12:31:21 PM,87.03,86.74,86.25,82.62,,,
36629,11/08/25 12:31:24 PM,87.30,86.97,86.40,82.47,,,
36630,11/08/25 12:31:27 PM,87.57,87.10,86.50,82.44,,,
36631,11/08/25 12:31:30 PM,87.40,86.95,86.52,82.42,,,
36632,11/08/25 12:31:33 PM,87.31,86.79,86.36,82.33,,,
36633,11/08/25 12:31:36 PM,87.31,86.70,86.43,82.40,,,
36634,11/08/25 12:31:39 PM,87.15,86.76,86.32,82.53,,,
36635,11/08/25 12:31:42 PM,87.22,86.85,86.41,82.40,,,
36636,11/08/25 12:31:45 PM,87.13,86.90,86.41,82.36,,,
36637,11/08/25 12:31:48 PM,87.39,87.21,86.61,82.29,,,
36638,11/08/25 12:31:51 PM,87.67,87.76,86.85,82.29,,,
36639,11/08/25 12:31:54 PM,88.14,88.11,87.21,82.31,,,
36640,11/08/25 12:31:57 PM,88.30,88.30,87.39,82.38,,,
36641,11/08/25 12:32:00 PM,88.59,88.59,87.64,82.40,,,
36642,11/08/25 12:32:03 PM,88.92,88.95,87.89,82.36,,,
36643,11/08/25 12:32:06 PM,89.08,89.15,88.16,82.42,,,
36644,11/08/25 12:32:09 PM,89.47,89.49,88.36,82.45,,,
36645,11/08/25 12:32:12 PM,89.82,89.76,88.61,82.54,,,
36646,11/08/25 12:32:15 PM,90.34,90.03,88.83,82.58,,,
36647,11/08/25 12:32:18 PM,90.72,90.18,89.22,82.69,,,
36648,11/08/25 12:32:21 PM,90.79,89.35,89.13,82.85,,,
36649,11/08/25 12:32:24 PM,90.81,88.61,88.25,82.87,,,
36650,11/08/25 12:32:27 PM,89.92,88.11,88.00,82.89,,,
36651,11/08/25 12:32:30 PM,89.28,87.51,87.51,82.78,,,
36652,11/08/25 12:32:33 PM,88.84,87.03,86.90,82.72,,,
36653,11/08/25 12:32:36 PM,88.70,86.68,86.67,82.72,,,
36654,11/08/25 12:32:39 PM,88.36,86.40,86.45,82.62,,,
36655,11/08/25 12:32:42 PM,87.98,86.54,86.25,82.47,,,
36656,11/08/25 12:32:45 PM,87.84,86.38,86.25,82.47,,,
36657,11/08/25 12:32:48 PM,87.91,86.65,86.27,82.40,,,
36658,11/08/25 12:32:51 PM,87.96,87.12,86.32,82.47,,,
36659,11/08/25 12:32:54 PM,88.21,87.22,86.43,82.56,,,
36660,11/08/25 12:32:57 PM,88.47,87.22,86.50,82.45,,,
36661,11/08/25 12:33:00 PM,88.34,87.33,86.54,82.36,,,
36662,11/08/25 12:33:03 PM,88.27,87.49,86.61,82.31,,,
36663,11/08/25 12:33:06 PM,88.20,87.60,86.83,82.35,,,
36664,11/08/25 12:33:09 PM,87.85,87.53,86.81,82.29,,,
36665,11/08/25 12:33:12 PM,87.73,87.66,86.79,82.29,,,
36666,11/08/25 12:33:15 PM,87.87,87.71,87.01,82.20,,,
36667,11/08/25 12:33:18 PM,87.44,87.75,87.22,82.22,,,
36668,11/08/25 12:33:21 PM,87.10,87.82,87.28,82.18,,,
36669,11/08/25 12:33:24 PM,87.10,87.82,86.99,82.13,,,
36670,11/08/25 12:33:27 PM,87.26,88.27,87.12,82.08,,,
36671,11/08/25 12:33:30 PM,87.69,88.30,87.44,82.11,,,
36672,11/08/25 12:33:33 PM,87.91,88.32,87.35,82.09,,,
36673,11/08/25 12:33:36 PM,88.18,88.30,87.64,82.20,,,
36674,11/08/25 12:33:39 PM,88.41,88.36,87.94,82.35,,,
36675,11/08/25 12:33:42 PM,88.54,88.27,88.02,82.31,,,
36676,11/08/25 12:33:45 PM,88.65,88.11,87.94,82.38,,,
36677,11/08/25 12:33:48 PM,88.48,88.32,87.87,82.36,,,
36678,11/08/25 12:33:51 PM,88.30,87.73,87.42,82.31,,,
36679,11/08/25 12:33:54 PM,88.25,87.60,86.92,82.15,,,
36680,11/08/25 12:33:57 PM,87.80,87.49,86.67,82.08,,,
36681,11/08/25 12:34:00 PM,87.48,87.46,86.56,82.04,,,
36682,11/08/25 12:34:03 PM,87.40,87.60,86.47,81.95,,,
36683,11/08/25 12:34:06 PM,87.67,87.75,86.74,81.82,,,
36684,11/08/25 12:34:09 PM,87.93,88.21,87.21,81.86,,,
36685,11/08/25 12:34:12 PM,88.50,88.83,87.91,81.99,,,
36686,11/08/25 12:34:15 PM,88.86,88.48,87.93,82.18,,,
36687,11/08/25 12:34:18 PM,88.90,88.39,87.71,82.17,,,
36688,11/08/25 12:34:21 PM,88.84,88.32,87.64,82.33,,,
36689,11/08/25 12:34:24 PM,88.93,88.61,87.84,82.31,,,
36690,11/08/25 12:34:27 PM,88.56,88.23,87.58,82.51,,,
36691,11/08/25 12:34:30 PM,88.12,87.82,87.39,82.63,,,
36692,11/08/25 12:34:33 PM,88.23,87.44,87.15,82.63,,,
36693,11/08/25 12:34:36 PM,88.32,87.39,87.03,82.58,,,
36694,11/08/25 12:34:39 PM,88.05,87.49,86.99,82.71,,,
36695,11/08/25 12:34:42 PM,88.03,87.80,87.13,82.71,,,
36696,11/08/25 12:34:45 PM,88.27,88.36,87.58,82.74,,,
36697,11/08/25 12:34:48 PM,88.32,88.50,87.58,82.83,,,
36698,11/08/25 12:34:51 PM,88.43,88.48,87.62,83.07,,,
36699,11/08/25 12:34:54 PM,88.27,88.21,87.78,83.28,,,
36700,11/08/25 12:34:57 PM,87.93,87.96,87.66,83.71,,,
36701,11/08/25 12:35:00 PM,87.48,87.60,87.39,83.68,,,
36702,11/08/25 12:35:03 PM,87.30,87.49,87.31,83.73,,,
36703,11/08/25 12:35:06 PM,87.39,87.42,87.42,83.86,,,
36704,11/08/25 12:35:09 PM,87.78,87.28,87.33,83.95,,,
36705,11/08/25 12:35:12 PM,87.69,87.19,87.57,83.91,,,
36706,11/08/25 12:35:15 PM,87.48,87.49,87.57,83.97,,,
36707,11/08/25 12:35:18 PM,87.53,87.76,87.78,83.93,,,
36708,11/08/25 12:35:21 PM,88.00,88.00,87.82,83.93,,,
36709,11/08/25 12:35:24 PM,88.70,88.45,88.27,83.80,,,
36710,11/08/25 12:35:27 PM,89.40,88.52,88.34,83.71,,,
36711,11/08/25 12:35:30 PM,89.19,88.29,88.20,83.70,,,
36712,11/08/25 12:35:33 PM,88.66,87.98,87.82,83.62,,,
36713,11/08/25 12:35:36 PM,88.21,87.55,87.40,83.52,,,
36714,11/08/25 12:35:39 PM,87.89,87.35,87.21,83.41,,,
36715,11/08/25 12:35:42 PM,87.35,87.26,87.03,83.26,,,
36716,11/08/25 12:35:45 PM,87.51,87.22,86.88,83.07,,,
36717,11/08/25 12:35:48 PM,87.58,87.10,86.77,83.03,,,
36718,11/08/25 12:35:51 PM,87.19,86.95,86.63,83.07,,,
36719,11/08/25 12:35:54 PM,87.17,87.01,86.79,82.98,,,
36720,11/08/25 12:35:57 PM,87.21,87.35,87.03,82.92,,,
36721,11/08/25 12:36:00 PM,87.40,87.46,87.21,82.89,,,
36722,11/08/25 12:36:03 PM,87.85,87.71,87.48,82.80,,,
36723,11/08/25 12:36:06 PM,88.09,87.60,87.39,82.83,,,
36724,11/08/25 12:36:09 PM,87.89,87.67,87.17,82.81,,,
36725,11/08/25 12:36:12 PM,88.05,87.75,87.26,82.76,,,
36726,11/08/25 12:36:15 PM,88.20,87.93,87.40,82.78,,,
36727,11/08/25 12:36:18 PM,88.54,87.87,87.31,82.85,,,
36728,11/08/25 12:36:21 PM,88.63,88.00,87.48,82.85,,,
36729,11/08/25 12:36:24 PM,88.77,87.60,87.31,82.83,,,
36730,11/08/25 12:36:27 PM,88.50,87.62,87.24,82.85,,,
36731,11/08/25 12:36:30 PM,88.47,87.69,87.26,82.90,,,
36732,11/08/25 12:36:33 PM,88.61,87.57,87.21,83.01,,,
36733,11/08/25 12:36:36 PM,88.66,87.55,87.04,82.90,,,
36734,11/08/25 12:36:39 PM,88.65,87.71,87.04,82.83,,,
36735,11/08/25 12:36:42 PM,88.84,87.82,87.35,82.92,,,
36736,11/08/25 12:36:45 PM,89.04,87.46,87.04,82.83,,,
36737,11/08/25 12:36:48 PM,88.83,87.30,86.59,82.80,,,
36738,11/08/25 12:36:51 PM,88.61,87.22,86.49,82.72,,,
36739,11/08/25 12:36:54 PM,88.52,87.42,86.68,82.83,,,
36740,11/08/25 12:36:57 PM,88.59,87.39,86.79,82.81,,,
36741,11/08/25 12:37:00 PM,88.70,87.37,86.77,82.85,,,
36742,11/08/25 12:37:03 PM,88.68,87.30,86.61,82.76,,,
36743,11/08/25 12:37:06 PM,88.45,87.26,86.34,82.71,,,
36744,11/08/25 12:37:09 PM,88.14,87.46,86.29,82.74,,,
36745,11/08/25 12:37:12 PM,88.09,87.76,86.58,82.71,,,
36746,11/08/25 12:37:15 PM,88.36,88.32,87.06,82.67,,,
36747,11/08/25 12:37:18 PM,88.77,88.43,87.31,82.80,,,
36748,11/08/25 12:37:21 PM,88.92,88.43,87.39,82.98,,,
36749,11/08/25 12:37:24 PM,89.01,88.38,87.35,82.92,,,
36750,11/08/25 12:37:27 PM,89.01,88.07,86.99,82.90,,,
36751,11/08/25 12:37:30 PM,88.75,88.03,86.77,82.80,,,
36752,11/08/25 12:37:33 PM,88.12,88.02,86.85,82.81,,,
36753,11/08/25 12:37:36 PM,87.75,87.93,86.76,82.72,,,
36754,11/08/25 12:37:39 PM,87.76,87.82,86.70,82.76,,,
36755,11/08/25 12:37:42 PM,87.84,88.05,86.70,82.80,,,
36756,11/08/25 12:37:45 PM,88.09,88.30,87.01,82.87,,,
36757,11/08/25 12:37:48 PM,88.29,88.14,86.92,82.94,,,
36758,11/08/25 12:37:51 PM,88.12,88.00,86.63,82.94,,,
36759,11/08/25 12:37:54 PM,88.27,88.00,86.86,82.99,,,
36760,11/08/25 12:37:57 PM,88.72,88.00,87.06,82.98,,,
36761,11/08/25 12:38:00 PM,88.50,87.87,87.04,82.90,,,
36762,11/08/25 12:38:03 PM,88.47,88.02,87.24,82.98,,,
36763,11/08/25 12:38:06 PM,88.56,88.32,87.31,82.99,,,
36764,11/08/25 12:38:09 PM,88.57,88.18,87.55,83.14,,,
36765,11/08/25 12:38:12 PM,88.29,88.20,87.44,83.07,,,
36766,11/08/25 12:38:15 PM,88.57,88.45,87.58,83.14,,,
36767,11/08/25 12:38:18 PM,88.99,88.65,87.75,83.25,,,
36768,11/08/25 12:38:21 PM,88.79,88.20,87.62,83.43,,,
36769,11/08/25 12:38:24 PM,88.02,87.80,87.21,83.55,,,
36770,11/08/25 12:38:27 PM,87.94,87.19,86.68,83.89,,,
36771,11/08/25 12:38:30 PM,87.53,86.67,86.18,83.86,,,
36772,11/08/25 12:38:33 PM,87.01,86.54,86.02,83.73,,,
36773,11/08/25 12:38:36 PM,86.88,86.59,86.14,83.59,,,
36774,11/08/25 12:38:39 PM,87.21,86.94,86.49,83.50,,,
36775,11/08/25 12:38:42 PM,87.37,87.17,86.58,83.34,,,
36776,11/08/25 12:38:45 PM,87.89,87.84,86.94,83.25,,,
36777,11/08/25 12:38:48 PM,88.34,87.82,87.12,83.30,,,
36778,11/08/25 12:38:51 PM,88.12,87.75,87.13,83.43,,,
36779,11/08/25 12:38:54 PM,88.43,87.53,87.55,83.41,,,
36780,11/08/25 12:38:57 PM,88.29,87.73,87.62,83.39,,,
36781,11/08/25 12:39:00 PM,87.82,87.49,87.31,83.52,,,
36782,11/08/25 12:39:03 PM,87.75,87.33,87.03,83.59,,,
36783,11/08/25 12:39:06 PM,87.53,87.10,86.90,83.53,,,
36784,11/08/25 12:39:09 PM,87.12,86.85,86.59,83.43,,,
36785,11/08/25 12:39:12 PM,86.90,86.79,86.47,83.39,,,
36786,11/08/25 12:39:15 PM,86.92,86.86,86.40,83.39,,,
36787,11/08/25 12:39:18 PM,87.15,86.63,86.38,83.41,,,
36788,11/08/25 12:39:21 PM,87.15,86.65,86.72,83.41,,,
36789,11/08/25 12:39:24 PM,87.17,86.67,86.74,83.30,,,
36790,11/08/25 12:39:27 PM,87.51,86.70,86.72,83.25,,,
36791,11/08/25 12:39:30 PM,87.64,87.08,86.74,83.37,,,
36792,11/08/25 12:39:33 PM,87.96,87.17,86.83,83.48,,,
36793,11/08/25 12:39:36 PM,87.98,87.17,86.79,83.46,,,
36794,11/08/25 12:39:39 PM,87.67,87.17,86.65,83.44,,,
36795,11/08/25 12:39:42 PM,87.71,87.06,86.49,83.30,,,
36796,11/08/25 12:39:45 PM,88.11,87.13,86.81,83.34,,,
36797,11/08/25 12:39:48 PM,88.23,87.19,86.76,83.50,,,
36798,11/08/25 12:39:51 PM,87.96,87.13,86.77,83.35,,,
36799,11/08/25 12:39:54 PM,87.89,86.76,86.61,83.23,,,
36800,11/08/25 12:39:57 PM,87.60,86.52,86.20,83.12,,,
36801,11/08/25 12:40:00 PM,87.62,86.43,86.32,83.23,,,
36802,11/08/25 12:40:03 PM,86.99,86.22,85.98,83.21,,,
36803,11/08/25 12:40:06 PM,86.61,86.02,85.80,83.34,,,
36804,11/08/25 12:40:09 PM,86.43,85.80,85.55,83.17,,,
36805,11/08/25 12:40:12 PM,86.38,85.77,85.37,83.05,,,
36806,11/08/25 12:40:15 PM,86.49,85.80,85.32,83.03,,,
36807,11/08/25 12:40:18 PM,86.77,86.02,85.37,83.10,,,
36808,11/08/25 12:40:21 PM,86.94,85.95,85.51,83.05,,,
36809,11/08/25 12:40:24 PM,86.99,85.98,85.50,83.03,,,
36810,11/08/25 12:40:27 PM,87.55,86.31,85.64,83.01,,,
36811,11/08/25 12:40:30 PM,87.73,86.83,86.11,82.96,,,
36812,11/08/25 12:40:33 PM,88.45,87.57,86.65,83.03,,,
36813,11/08/25 12:40:36 PM,88.97,87.96,87.19,83.07,,,
36814,11/08/25 12:40:39 PM,89.37,88.21,87.49,83.10,,,
36815,11/08/25 12:40:42 PM,89.62,88.14,87.64,83.17,,,
36816,11/08/25 12:40:45 PM,89.46,88.03,87.53,83.19,,,
36817,11/08/25 12:40:48 PM,89.47,88.18,87.84,83.25,,,
36818,11/08/25 12:40:51 PM,89.35,87.93,87.73,83.25,,,
36819,11/08/25 12:40:54 PM,89.58,87.94,87.48,83.30,,,
36820,11/08/25 12:40:57 PM,89.76,87.67,87.06,83.28,,,
36821,11/08/25 12:41:00 PM,89.56,87.67,86.97,83.25,,,
36822,11/08/25 12:41:03 PM,89.80,87.42,86.97,83.12,,,
36823,11/08/25 12:41:06 PM,90.10,87.17,86.76,83.08,,,
36824,11/08/25 12:41:09 PM,90.01,87.03,86.56,83.01,,,
36825,11/08/25 12:41:12 PM,89.58,86.95,86.43,82.96,,,
36826,11/08/25 12:41:15 PM,89.13,86.94,86.43,82.96,,,
36827,11/08/25 12:41:18 PM,88.57,86.94,86.50,83.03,,,
36828,11/08/25 12:41:21 PM,88.83,86.86,86.77,83.19,,,
36829,11/08/25 12:41:24 PM,88.99,86.54,86.67,83.34,,,
36830,11/08/25 12:41:27 PM,89.22,86.41,86.86,83.61,,,
36831,11/08/25 12:41:30 PM,89.62,86.40,87.26,83.82,,,
36832,11/08/25 12:41:33 PM,89.28,86.49,87.17,83.75,,,
36833,11/08/25 12:41:36 PM,88.95,86.67,87.10,83.73,,,
36834,11/08/25 12:41:39 PM,88.75,86.77,87.48,83.70,,,
36835,11/08/25 12:41:42 PM,89.20,86.63,87.67,83.89,,,
36836,11/08/25 12:41:45 PM,89.82,86.58,87.75,83.82,,,
36837,11/08/25 12:41:48 PM,90.18,87.17,88.21,83.93,,,
36838,11/08/25 12:41:51 PM,91.00,87.51,88.47,84.11,,,
36839,11/08/25 12:41:54 PM,90.86,87.60,88.38,84.15,,,
36840,11/08/25 12:41:57 PM,90.79,87.75,88.18,84.20,,,
36841,11/08/25 12:42:00 PM,90.86,88.00,88.20,84.20,,,
36842,11/08/25 12:42:03 PM,90.97,87.67,87.96,84.27,,,
36843,11/08/25 12:42:06 PM,90.97,87.39,87.73,84.18,,,
36844,11/08/25 12:42:09 PM,91.20,87.39,87.46,84.00,,,
36845,11/08/25 12:42:12 PM,91.09,87.42,87.40,83.88,,,
36846,11/08/25 12:42:15 PM,91.27,87.31,87.22,83.79,,,
36847,11/08/25 12:42:18 PM,91.63,87.19,87.03,83.68,,,
36848,11/08/25 12:42:21 PM,91.31,87.51,87.12,83.52,,,
36849,11/08/25 12:42:24 PM,91.58,87.84,87.31,83.46,,,
36850,11/08/25 12:42:27 PM,91.96,88.21,87.57,83.46,,,
36851,11/08/25 12:42:30 PM,91.65,88.27,87.69,83.52,,,
36852,11/08/25 12:42:33 PM,91.35,88.41,87.85,83.62,,,
36853,11/08/25 12:42:36 PM,92.08,88.52,88.12,83.89,,,
36854,11/08/25 12:42:39 PM,91.94,88.32,87.98,84.00,,,
36855,11/08/25 12:42:42 PM,92.17,88.34,88.18,84.06,,,
36856,11/08/25 12:42:45 PM,92.61,88.41,88.32,84.13,,,
36857,11/08/25 12:42:48 PM,92.08,88.32,88.16,84.02,,,
36858,11/08/25 12:42:51 PM,92.48,88.36,87.93,83.89,,,
36859,11/08/25 12:42:54 PM,92.43,88.47,88.03,83.73,,,
36860,11/08/25 12:42:57 PM,92.62,88.57,88.14,83.70,,,
36861,11/08/25 12:43:00 PM,92.44,88.61,88.14,83.73,,,
36862,11/08/25 12:43:03 PM,92.34,88.34,87.89,83.59,,,
36863,11/08/25 12:43:06 PM,91.92,88.34,87.64,83.52,,,
36864,11/08/25 12:43:09 PM,92.16,88.03,87.64,83.57,,,
36865,11/08/25 12:43:12 PM,92.37,87.91,87.73,83.55,,,
36866,11/08/25 12:43:15 PM,92.41,87.73,87.44,83.57,,,
36867,11/08/25 12:43:18 PM,92.01,87.67,87.13,83.52,,,
36868,11/08/25 12:43:21 PM,92.01,87.78,87.12,83.53,,,
36869,11/08/25 12:43:24 PM,92.52,87.91,87.31,83.43,,,
36870,11/08/25 12:43:27 PM,92.50,88.02,87.28,83.55,,,
36871,11/08/25 12:43:30 PM,92.75,88.09,87.48,83.62,,,
36872,11/08/25 12:43:33 PM,92.88,88.32,87.62,83.59,,,
36873,11/08/25 12:43:36 PM,92.86,88.27,87.73,83.64,,,
36874,11/08/25 12:43:39 PM,91.99,87.91,87.44,83.61,,,
36875,11/08/25 12:43:42 PM,90.73,87.62,87.03,83.53,,,
36876,11/08/25 12:43:45 PM,90.27,87.30,86.59,83.71,,,
36877,11/08/25 12:43:48 PM,90.63,87.10,86.45,83.64,,,
36878,11/08/25 12:43:51 PM,90.36,86.95,86.32,83.61,,,
36879,11/08/25 12:43:54 PM,90.03,86.72,86.22,83.46,,,
36880,11/08/25 12:43:57 PM,90.01,86.65,86.11,83.30,,,
36881,11/08/25 12:44:00 PM,89.94,86.67,86.11,83.26,,,
36882,11/08/25 12:44:03 PM,90.37,86.99,86.29,83.23,,,
36883,11/08/25 12:44:06 PM,90.55,86.94,86.29,83.44,,,
36884,11/08/25 12:44:09 PM,90.79,86.94,86.45,83.46,,,
36885,11/08/25 12:44:12 PM,90.88,86.99,86.58,83.44,,,
36886,11/08/25 12:44:15 PM,91.44,87.01,86.67,83.35,,,
36887,11/08/25 12:44:18 PM,91.11,86.95,86.59,83.35,,,
36888,11/08/25 12:44:21 PM,90.64,86.97,86.50,83.39,,,
36889,11/08/25 12:44:24 PM,90.01,86.94,86.29,83.39,,,
36890,11/08/25 12:44:27 PM,89.82,86.90,86.27,83.28,,,
36891,11/08/25 12:44:30 PM,90.12,87.35,86.43,83.28,,,
36892,11/08/25 12:44:33 PM,90.73,87.33,86.70,83.57,,,
36893,11/08/25 12:44:36 PM,90.72,87.40,86.72,83.82,,,
36894,11/08/25 12:44:39 PM,91.08,87.71,86.86,83.95,,,
36895,11/08/25 12:44:42 PM,91.63,87.58,87.10,84.07,,,
36896,11/08/25 12:44:45 PM,91.90,87.44,87.28,84.31,,,
36897,11/08/25 12:44:48 PM,92.75,87.69,87.73,84.52,,,
36898,11/08/25 12:44:51 PM,93.02,87.57,87.87,84.87,,,
36899,11/08/25 12:44:54 PM,93.22,86.99,86.67,85.10,,,
36900,11/08/25 12:44:57 PM,93.72,86.58,86.56,85.26,,,
36901,11/08/25 12:45:00 PM,92.84,87.08,87.30,85.26,,,
36902,11/08/25 12:45:03 PM,93.18,88.00,88.16,85.21,,,
36903,11/08/25 12:45:06 PM,92.80,88.00,88.25,85.15,,,
36904,11/08/25 12:45:09 PM,92.44,87.89,88.05,85.08,,,
36905,11/08/25 12:45:12 PM,91.94,87.66,87.67,84.97,,,
36906,11/08/25 12:45:15 PM,91.58,87.44,87.55,84.88,,,
36907,11/08/25 12:45:18 PM,91.58,87.31,87.40,84.74,,,
36908,11/08/25 12:45:21 PM,91.22,87.10,87.26,84.61,,,
36909,11/08/25 12:45:24 PM,91.02,87.21,87.12,84.52,,,
36910,11/08/25 12:45:27 PM,90.48,87.19,86.97,84.38,,,
36911,11/08/25 12:45:30 PM,90.95,87.39,87.08,84.27,,,
36912,11/08/25 12:45:33 PM,91.49,87.37,87.33,84.07,,,
36913,11/08/25 12:45:36 PM,91.65,87.42,87.31,84.09,,,
36914,11/08/25 12:45:39 PM,91.89,87.58,87.26,83.88,,,
36915,11/08/25 12:45:42 PM,92.52,87.21,86.95,83.89,,,
36916,11/08/25 12:45:45 PM,92.01,87.08,86.79,83.77,,,
36917,11/08/25 12:45:48 PM,92.37,87.40,86.85,83.70,,,
36918,11/08/25 12:45:51 PM,92.48,87.30,87.01,83.70,,,
36919,11/08/25 12:45:54 PM,92.86,87.51,87.13,83.80,,,
36920,11/08/25 12:45:57 PM,93.20,87.71,87.22,83.73,,,
36921,11/08/25 12:46:00 PM,93.07,87.80,87.15,83.77,,,
36922,11/08/25 12:46:03 PM,93.20,87.91,87.15,83.77,,,
36923,11/08/25 12:46:06 PM,93.49,88.00,87.39,83.89,,,
36924,11/08/25 12:46:09 PM,93.61,87.85,87.60,83.88,,,
36925,11/08/25 12:46:12 PM,93.92,87.85,87.87,83.93,,,
36926,11/08/25 12:46:15 PM,94.05,87.87,87.78,83.95,,,
36927,11/08/25 12:46:18 PM,94.39,87.87,87.73,83.79,,,
36928,11/08/25 12:46:21 PM,94.01,87.75,87.60,83.75,,,
36929,11/08/25 12:46:24 PM,94.14,88.12,87.66,83.70,,,
36930,11/08/25 12:46:27 PM,94.05,88.20,87.75,83.68,,,
36931,11/08/25 12:46:30 PM,93.67,88.27,87.73,83.53,,,
36932,11/08/25 12:46:33 PM,93.70,88.47,87.84,83.61,,,
36933,11/08/25 12:46:36 PM,94.19,88.66,87.85,83.61,,,
36934,11/08/25 12:46:39 PM,94.87,89.01,88.03,83.55,,,
36935,11/08/25 12:46:42 PM,95.76,89.29,88.11,83.55,,,
36936,11/08/25 12:46:45 PM,96.48,89.38,88.20,83.46,,,
36937,11/08/25 12:46:48 PM,97.30,89.46,88.38,83.43,,,
36938,11/08/25 12:46:51 PM,97.61,89.71,88.45,83.34,,,
36939,11/08/25 12:46:54 PM,98.13,89.98,88.74,83.32,,,
36940,11/08/25 12:46:57 PM,98.71,89.96,88.81,83.30,,,
36941,11/08/25 12:47:00 PM,98.89,90.01,88.86,83.26,,,
36942,11/08/25 12:47:03 PM,99.12,90.21,88.86,83.12,,,
36943,11/08/25 12:47:06 PM,99.09,90.43,88.92,83.17,,,
36944,11/08/25 12:47:09 PM,98.89,90.28,88.97,83.16,,,
36945,11/08/25 12:47:12 PM,98.28,90.27,89.04,83.12,,,
36946,11/08/25 12:47:15 PM,97.84,89.89,88.97,83.21,,,
36947,11/08/25 12:47:18 PM,97.09,89.64,88.88,83.26,,,
36948,11/08/25 12:47:21 PM,97.47,89.33,88.75,83.32,,,
36949,11/08/25 12:47:24 PM,96.66,89.22,88.54,83.50,,,
36950,11/08/25 12:47:27 PM,96.53,89.11,88.41,83.44,,,
36951,11/08/25 12:47:30 PM,95.95,89.35,88.50,83.46,,,
36952,11/08/25 12:47:33 PM,95.86,89.33,88.75,83.57,,,
36953,11/08/25 12:47:36 PM,95.97,89.40,88.68,83.70,,,
36954,11/08/25 12:47:39 PM,96.13,89.65,89.17,83.84,,,
36955,11/08/25 12:47:42 PM,96.53,89.31,89.26,83.86,,,
36956,11/08/25 12:47:45 PM,95.63,88.90,88.47,83.86,,,
36957,11/08/25 12:47:48 PM,95.32,88.61,87.80,83.71,,,
36958,11/08/25 12:47:51 PM,95.56,88.45,87.51,83.52,,,
36959,11/08/25 12:47:54 PM,95.50,88.77,87.40,83.46,,,
36960,11/08/25 12:47:57 PM,95.23,88.81,87.73,83.61,,,
36961,11/08/25 12:48:00 PM,95.22,88.74,87.73,83.62,,,
36962,11/08/25 12:48:03 PM,95.47,88.56,87.67,83.71,,,
36963,11/08/25 12:48:06 PM,94.48,88.39,87.64,83.77,,,
36964,11/08/25 12:48:09 PM,94.42,88.48,87.62,83.77,,,
36965,11/08/25 12:48:12 PM,94.41,88.77,87.91,83.91,,,
36966,11/08/25 12:48:15 PM,94.66,88.34,87.87,83.91,,,
36967,11/08/25 12:48:18 PM,94.53,88.36,87.75,83.86,,,
36968,11/08/25 12:48:21 PM,95.02,88.09,87.60,83.84,,,
36969,11/08/25 12:48:24 PM,95.59,87.67,87.51,83.82,,,
36970,11/08/25 12:48:27 PM,95.34,87.62,87.31,83.73,,,
36971,11/08/25 12:48:30 PM,94.80,87.40,86.99,83.70,,,
36972,11/08/25 12:48:33 PM,94.32,87.22,86.88,83.59,,,
36973,11/08/25 12:48:36 PM,94.01,87.28,86.88,83.53,,,
36974,11/08/25 12:48:39 PM,94.32,87.26,86.70,83.50,,,
36975,11/08/25 12:48:42 PM,94.91,87.22,86.58,83.35,,,
36976,11/08/25 12:48:45 PM,94.82,87.04,86.40,83.26,,,
36977,11/08/25 12:48:48 PM,94.89,87.15,86.40,83.19,,,
36978,11/08/25 12:48:51 PM,95.04,87.15,86.65,83.19,,,
36979,11/08/25 12:48:54 PM,95.45,87.03,86.61,83.12,,,
36980,11/08/25 12:48:57 PM,95.92,87.01,86.40,82.99,,,
36981,11/08/25 12:49:00 PM,95.29,86.92,86.18,82.98,,,
36982,11/08/25 12:49:03 PM,95.29,86.94,86.07,82.87,,,
36983,11/08/25 12:49:06 PM,95.90,86.86,86.13,82.80,,,
36984,11/08/25 12:49:09 PM,96.60,87.03,86.13,82.62,,,
36985,11/08/25 12:49:12 PM,97.25,87.10,86.11,82.60,,,
36986,11/08/25 12:49:15 PM,96.58,87.04,86.13,82.47,,,
36987,11/08/25 12:49:18 PM,95.54,86.92,86.04,82.44,,,
36988,11/08/25 12:49:21 PM,95.36,86.45,85.95,82.45,,,
