Plot Title: One,,,,,,,,
#,"Date Time, GMT-08:00","K-Type, °F (LGR S/N: 21278710, SEN S/N: 21278710, LBL: A)","K-Type, °F (LGR S/N: 21278710, SEN S/N: 21278710, LBL: B)","K-Type, °F (LGR S/N: 21278710, SEN S/N: 21278710, LBL: C)","K-Type, °F (LGR S/N: 21278710, SEN S/N: 21278710, LBL: D)",Host Connected (LGR S/N: 21278710),Stopped (LGR S/N: 21278710),End Of File (LGR S/N: 21278710)
50864,11/9/2025 0:23,58.62,66.51,64.67,61.3,,,
50865,11/9/2025 0:23,58.75,66.52,64.72,61.36,,,
50866,11/9/2025 0:23,58.69,66.58,64.67,61.52,,,
50867,11/9/2025 0:23,58.64,66.61,64.71,61.59,,,
50868,11/9/2025 0:23,58.64,66.63,64.8,61.65,,,
50869,11/9/2025 0:23,58.75,66.69,64.78,61.74,,,
50870,11/9/2025 0:23,58.77,66.63,64.74,61.68,,,
50871,11/9/2025 0:23,58.82,66.65,64.83,61.63,,,
50872,11/9/2025 0:23,58.73,66.63,65.03,61.57,,,
50873,11/9/2025 0:23,58.71,66.61,64.96,61.43,,,
50874,11/9/2025 0:23,58.78,66.63,64.89,61.29,,,
50875,11/9/2025 0:23,58.73,66.61,64.72,61.27,,,
50876,11/9/2025 0:23,58.82,66.58,64.69,61.27,,,
50877,11/9/2025 0:23,58.71,66.56,64.74,61.39,,,
50878,11/9/2025 0:23,58.78,66.52,64.8,61.57,,,
50879,11/9/2025 0:23,58.77,66.56,64.83,61.75,,,
50880,11/9/2025 0:23,58.77,66.52,64.87,61.88,,,
50881,11/9/2025 0:24,58.78,66.56,64.99,62.1,,,
50882,11/9/2025 0:24,58.78,66.49,64.99,62.2,,,
50883,11/9/2025 0:24,58.87,66.6,65.03,62.2,,,
50884,11/9/2025 0:24,58.84,66.52,65.01,62.31,,,
50885,11/9/2025 0:24,58.82,66.63,65.05,62.29,,,
50886,11/9/2025 0:24,58.84,66.54,65.08,62.4,,,
50887,11/9/2025 0:24,58.77,66.58,65.08,62.19,,,
50888,11/9/2025 0:24,58.78,66.6,65.12,62.06,,,
50889,11/9/2025 0:24,58.8,66.6,65.01,61.9,,,
50890,11/9/2025 0:24,58.84,66.65,64.99,61.88,,,
50891,11/9/2025 0:24,58.8,66.7,65.05,61.72,,,
50892,11/9/2025 0:24,58.86,66.67,64.94,61.74,,,
50893,11/9/2025 0:24,58.78,66.63,64.81,61.54,,,
50894,11/9/2025 0:24,58.84,66.7,64.8,61.39,,,
50895,11/9/2025 0:24,58.82,66.7,64.89,61.3,,,
50896,11/9/2025 0:24,58.82,66.67,64.72,61.09,,,
50897,11/9/2025 0:24,58.86,66.67,64.6,61.02,,,
50898,11/9/2025 0:24,58.8,66.7,64.69,61.12,,,
50899,11/9/2025 0:24,58.8,66.7,64.62,61,,,
50900,11/9/2025 0:24,58.8,66.76,64.53,60.87,,,
50901,11/9/2025 0:25,58.82,66.67,64.49,60.75,,,
50902,11/9/2025 0:25,58.75,66.7,64.47,60.67,,,
50903,11/9/2025 0:25,58.8,66.7,64.36,60.67,,,
50904,11/9/2025 0:25,58.8,66.72,64.35,60.6,,,
50905,11/9/2025 0:25,58.78,66.69,64.24,60.6,,,
50906,11/9/2025 0:25,58.84,66.61,64.11,60.49,,,
50907,11/9/2025 0:25,58.73,66.65,64.15,60.44,,,
50908,11/9/2025 0:25,58.78,66.61,64.13,60.35,,,
50909,11/9/2025 0:25,58.77,66.58,64.15,60.42,,,
50910,11/9/2025 0:25,58.75,66.65,64.09,60.37,,,
50911,11/9/2025 0:25,58.73,66.6,63.99,60.4,,,
50912,11/9/2025 0:25,58.78,66.51,64.02,60.39,,,
50913,11/9/2025 0:25,58.73,66.58,64.09,60.28,,,
50914,11/9/2025 0:25,58.78,66.52,64.2,60.22,,,
50915,11/9/2025 0:25,58.73,66.54,64.15,60.28,,,
50916,11/9/2025 0:25,58.77,66.54,64.11,60.24,,,
50917,11/9/2025 0:25,58.8,66.56,64.09,60.17,,,
50918,11/9/2025 0:25,58.71,66.56,64.22,60.24,,,
50919,11/9/2025 0:25,58.75,66.52,64.2,60.26,,,
50920,11/9/2025 0:25,58.77,66.51,64.27,60.24,,,
50921,11/9/2025 0:26,58.77,66.49,64.26,60.28,,,
50922,11/9/2025 0:26,58.84,66.49,64.27,60.3,,,
50923,11/9/2025 0:26,58.78,66.56,64.29,60.31,,,
50924,11/9/2025 0:26,58.78,66.51,64.26,60.31,,,
50925,11/9/2025 0:26,58.75,66.51,64.26,60.21,,,
50926,11/9/2025 0:26,58.71,66.52,64.18,60.24,,,
50927,11/9/2025 0:26,58.71,66.51,64.35,60.22,,,
50928,11/9/2025 0:26,58.75,66.58,64.29,60.12,,,
50929,11/9/2025 0:26,58.69,66.58,64.24,60.15,,,
50930,11/9/2025 0:26,58.64,66.58,64.26,60.15,,,
50931,11/9/2025 0:26,58.69,66.6,64.17,60.22,,,
50932,11/9/2025 0:26,58.62,66.58,64.09,60.19,,,
50933,11/9/2025 0:26,58.71,66.67,64.26,60.21,,,
50934,11/9/2025 0:26,58.77,66.7,63.99,60.13,,,
50935,11/9/2025 0:26,58.73,66.65,63.77,60.13,,,
50936,11/9/2025 0:26,58.73,66.67,63.75,60.19,,,
50937,11/9/2025 0:26,58.68,66.65,63.81,60.15,,,
50938,11/9/2025 0:26,58.68,66.69,63.9,60.01,,,
50939,11/9/2025 0:26,58.69,66.74,63.77,60.1,,,
50940,11/9/2025 0:26,58.64,66.69,63.68,60.04,,,
50941,11/9/2025 0:27,58.73,66.7,63.75,60.03,,,
50942,11/9/2025 0:27,58.69,66.72,63.9,60.12,,,
50943,11/9/2025 0:27,58.75,66.72,64.17,60.33,,,
50944,11/9/2025 0:27,58.69,66.76,64.08,60.22,,,
50945,11/9/2025 0:27,58.75,66.81,63.91,60.28,,,
50946,11/9/2025 0:27,58.73,66.81,64.02,60.26,,,
50947,11/9/2025 0:27,58.73,66.87,64.15,60.26,,,
50948,11/9/2025 0:27,58.77,66.81,64.33,60.33,,,
50949,11/9/2025 0:27,58.71,66.79,64.18,60.3,,,
50950,11/9/2025 0:27,58.68,66.81,64.11,60.17,,,
50951,11/9/2025 0:27,58.78,66.83,64.29,60.26,,,
50952,11/9/2025 0:27,58.77,66.87,64.54,60.22,,,
50953,11/9/2025 0:27,58.75,66.9,64.45,60.28,,,
50954,11/9/2025 0:27,58.8,66.85,64.38,60.26,,,
50955,11/9/2025 0:27,58.78,66.88,64.42,60.39,,,
50956,11/9/2025 0:27,58.75,66.83,64.22,60.3,,,
50957,11/9/2025 0:27,58.75,66.87,64.44,60.35,,,
50958,11/9/2025 0:27,58.78,66.88,64.4,60.35,,,
50959,11/9/2025 0:27,58.82,66.92,64.29,60.24,,,
50960,11/9/2025 0:27,58.75,66.85,64.38,60.31,,,
50961,11/9/2025 0:28,58.82,66.88,64.38,60.33,,,
50962,11/9/2025 0:28,58.77,66.85,64.27,60.35,,,
50963,11/9/2025 0:28,58.82,66.87,64.27,60.35,,,
50964,11/9/2025 0:28,58.77,66.85,64.31,60.33,,,
50965,11/9/2025 0:28,58.78,66.85,64.18,60.26,,,
50966,11/9/2025 0:28,58.77,66.81,64.35,60.22,,,
50967,11/9/2025 0:28,58.78,66.83,64.18,60.26,,,
50968,11/9/2025 0:28,58.84,66.88,64.08,60.17,,,
50969,11/9/2025 0:28,58.8,66.87,64.18,60.13,,,
50970,11/9/2025 0:28,58.86,66.87,64.18,60.13,,,
50971,11/9/2025 0:28,58.77,66.9,64.27,60.19,,,
50972,11/9/2025 0:28,58.82,66.81,64.2,60.17,,,
50973,11/9/2025 0:28,58.8,66.92,64,60.17,,,
50974,11/9/2025 0:28,58.8,66.87,64,60.22,,,
50975,11/9/2025 0:28,58.82,66.87,64.29,60.39,,,
50976,11/9/2025 0:28,58.78,66.96,64.29,60.58,,,
50977,11/9/2025 0:28,58.78,66.9,64.31,60.48,,,
50978,11/9/2025 0:28,58.78,66.88,64.08,60.49,,,
50979,11/9/2025 0:28,58.84,66.94,64.08,60.39,,,
50980,11/9/2025 0:28,58.8,66.9,64.35,60.39,,,
50981,11/9/2025 0:29,58.78,66.87,64.42,60.37,,,
50982,11/9/2025 0:29,58.75,66.88,64.44,60.4,,,
50983,11/9/2025 0:29,58.8,66.94,64.24,60.3,,,
50984,11/9/2025 0:29,58.86,66.94,64.2,60.22,,,
50985,11/9/2025 0:29,58.8,66.97,64.33,60.31,,,
50986,11/9/2025 0:29,58.86,66.96,64.24,60.37,,,
50987,11/9/2025 0:29,58.78,66.96,64.17,60.3,,,
50988,11/9/2025 0:29,58.87,66.94,64.2,60.21,,,
50989,11/9/2025 0:29,58.87,66.96,64.06,60.22,,,
50990,11/9/2025 0:29,58.77,66.97,63.9,60.15,,,
50991,11/9/2025 0:29,58.82,66.96,63.86,60.04,,,
50992,11/9/2025 0:29,58.84,66.96,63.82,60.08,,,
50993,11/9/2025 0:29,58.82,66.94,63.84,60.19,,,
50994,11/9/2025 0:29,58.84,66.94,63.64,60.12,,,
50995,11/9/2025 0:29,58.87,67.01,63.73,60.1,,,
50996,11/9/2025 0:29,58.82,66.97,63.86,60.12,,,
50997,11/9/2025 0:29,58.89,66.96,63.84,60.08,,,
50998,11/9/2025 0:29,58.82,66.97,63.81,60.04,,,
50999,11/9/2025 0:29,58.87,66.92,63.73,60.06,,,
51000,11/9/2025 0:29,58.82,66.97,63.7,60.06,,,
51001,11/9/2025 0:30,58.86,66.97,63.64,60.03,,,
51002,11/9/2025 0:30,58.84,66.9,63.61,60.08,,,
51003,11/9/2025 0:30,58.86,66.92,63.75,60.01,,,
51004,11/9/2025 0:30,58.84,66.96,63.75,60.04,,,
51005,11/9/2025 0:30,58.91,66.97,63.75,60.13,,,
51006,11/9/2025 0:30,58.86,66.94,63.68,60.06,,,
51007,11/9/2025 0:30,58.87,66.97,63.66,60.08,,,
51008,11/9/2025 0:30,58.87,66.94,63.57,60.08,,,
51009,11/9/2025 0:30,58.91,66.97,63.64,60.17,,,
51010,11/9/2025 0:30,58.91,66.88,63.68,60.21,,,
51011,11/9/2025 0:30,58.91,67.05,63.61,60.22,,,
51012,11/9/2025 0:30,58.95,67.03,63.64,60.19,,,
51013,11/9/2025 0:30,58.95,66.97,63.68,60.24,,,
51014,11/9/2025 0:30,58.91,67.06,63.57,60.24,,,
51015,11/9/2025 0:30,58.87,67.06,63.59,60.31,,,
51016,11/9/2025 0:30,58.96,67.1,63.55,60.26,,,
51017,11/9/2025 0:30,58.96,67.1,63.48,60.3,,,
51018,11/9/2025 0:30,58.91,67.12,63.48,60.3,,,
51019,11/9/2025 0:30,58.89,67.03,63.54,60.22,,,
51020,11/9/2025 0:30,58.91,67.08,63.57,60.28,,,
51021,11/9/2025 0:31,58.93,67.1,63.59,60.19,,,
51022,11/9/2025 0:31,58.98,67.08,63.63,60.17,,,
51023,11/9/2025 0:31,58.95,67.1,63.75,60.26,,,
51024,11/9/2025 0:31,58.95,66.99,63.81,60.31,,,
51025,11/9/2025 0:31,58.95,67.03,63.82,60.39,,,
51026,11/9/2025 0:31,58.93,66.99,63.95,60.49,,,
51027,11/9/2025 0:31,58.95,67.01,63.82,60.35,,,
51028,11/9/2025 0:31,58.95,67.03,63.88,60.51,,,
51029,11/9/2025 0:31,58.89,67.05,63.82,60.48,,,
51030,11/9/2025 0:31,58.91,67.06,63.91,60.62,,,
51031,11/9/2025 0:31,58.98,67.01,64.04,60.62,,,
51032,11/9/2025 0:31,59,67.06,64,60.69,,,
51033,11/9/2025 0:31,58.89,67.12,63.95,60.71,,,
51034,11/9/2025 0:31,58.96,67.01,63.91,60.71,,,
51035,11/9/2025 0:31,59.02,67.05,63.97,60.71,,,
51036,11/9/2025 0:31,58.87,67.1,64.11,60.69,,,
51037,11/9/2025 0:31,58.98,67.1,64.13,60.71,,,
51038,11/9/2025 0:31,59.02,67.1,64.06,60.73,,,
51039,11/9/2025 0:31,58.98,67.06,63.93,60.66,,,
51040,11/9/2025 0:31,58.96,67.14,63.9,60.62,,,
51041,11/9/2025 0:32,58.98,67.12,63.91,60.57,,,
51042,11/9/2025 0:32,58.96,67.14,64,60.57,,,
51043,11/9/2025 0:32,59,67.06,64.11,60.73,,,
51044,11/9/2025 0:32,59,67.08,64.08,60.75,,,
51045,11/9/2025 0:32,59.04,67.14,64.02,60.69,,,
51046,11/9/2025 0:32,59,67.05,64.22,60.82,,,
51047,11/9/2025 0:32,59.02,67.14,64.09,60.76,,,
51048,11/9/2025 0:32,59.04,67.12,64.11,60.8,,,
51049,11/9/2025 0:32,58.98,67.05,64.11,60.75,,,
51050,11/9/2025 0:32,59,67.06,64.17,60.71,,,
51051,11/9/2025 0:32,59.02,67.15,64.17,60.69,,,
51052,11/9/2025 0:32,58.98,67.12,64.13,60.84,,,
51053,11/9/2025 0:32,59.04,67.12,64.13,60.75,,,
51054,11/9/2025 0:32,59.09,67.08,64.24,60.73,,,
51055,11/9/2025 0:32,59.11,67.12,64.2,60.73,,,
51056,11/9/2025 0:32,59.11,67.06,64.49,60.78,,,
51057,11/9/2025 0:32,59.02,67.1,64.47,60.69,,,
51058,11/9/2025 0:32,59.07,67.08,64.42,60.64,,,
51059,11/9/2025 0:32,59.02,67.05,64.54,60.6,,,
51060,11/9/2025 0:32,59.05,67.05,64.45,60.6,,,
51061,11/9/2025 0:33,59.02,67.06,64.72,60.6,,,
51062,11/9/2025 0:33,59.11,67.03,64.72,60.58,,,
51063,11/9/2025 0:33,59.05,67.05,64.45,60.55,,,
51064,11/9/2025 0:33,59,67.08,64.36,60.57,,,
51065,11/9/2025 0:33,59.07,67.17,64.29,60.57,,,
51066,11/9/2025 0:33,59.09,67.08,64.24,60.53,,,
51067,11/9/2025 0:33,59.02,67.14,64.18,60.51,,,
51068,11/9/2025 0:33,59.07,67.08,63.91,60.49,,,
51069,11/9/2025 0:33,59.05,67.1,63.95,60.55,,,
51070,11/9/2025 0:33,59.07,67.01,63.86,60.49,,,
51071,11/9/2025 0:33,59.13,67.12,63.75,60.39,,,
51072,11/9/2025 0:33,59.04,67.06,63.82,60.4,,,
51073,11/9/2025 0:33,59.07,66.99,63.73,60.35,,,
51074,11/9/2025 0:33,59.04,67.06,63.9,60.4,,,
51075,11/9/2025 0:33,59.05,67.06,63.91,60.42,,,
51076,11/9/2025 0:33,59.05,67.03,64.15,60.46,,,
51077,11/9/2025 0:33,59.07,67.06,64.18,60.44,,,
51078,11/9/2025 0:33,59.02,67.01,64.27,60.4,,,
51079,11/9/2025 0:33,59.05,67.08,64.11,60.44,,,
51080,11/9/2025 0:33,59.04,67.06,64.42,60.51,,,
51081,11/9/2025 0:34,59.04,67.03,64.54,60.55,,,
51082,11/9/2025 0:34,59.09,67.05,64.71,60.57,,,
51083,11/9/2025 0:34,59.07,67.06,64.78,60.66,,,
51084,11/9/2025 0:34,59.05,67.12,64.8,60.64,,,
51085,11/9/2025 0:34,59.05,67.12,64.89,60.75,,,
51086,11/9/2025 0:34,59.13,67.08,64.98,60.87,,,
51087,11/9/2025 0:34,59.05,67.05,64.99,60.89,,,
51088,11/9/2025 0:34,59.07,67.12,64.94,60.89,,,
51089,11/9/2025 0:34,59.09,67.15,65.01,61.12,,,
51090,11/9/2025 0:34,59.11,67.19,65.07,61.2,,,
51091,11/9/2025 0:34,59.13,67.14,65.26,61.57,,,
51092,11/9/2025 0:34,59.18,67.12,65.32,61.54,,,
51093,11/9/2025 0:34,59.14,67.08,65.25,61.41,,,
51094,11/9/2025 0:34,59.11,67.12,65.21,61.61,,,
51095,11/9/2025 0:34,59.14,67.06,65.43,61.5,,,
51096,11/9/2025 0:34,59.14,67.17,65.32,61.43,,,
51097,11/9/2025 0:34,59.11,67.1,65.41,61.3,,,
51098,11/9/2025 0:34,59.14,67.17,65.26,61.21,,,
51099,11/9/2025 0:34,59.11,67.15,65.37,61.25,,,
51100,11/9/2025 0:34,59.09,67.14,65.37,61.61,,,
51101,11/9/2025 0:35,59.11,67.19,65.37,61.59,,,
51102,11/9/2025 0:35,59.11,67.14,65.35,61.57,,,
51103,11/9/2025 0:35,59.13,67.19,65.05,61.38,,,
51104,11/9/2025 0:35,59.11,67.26,65.14,61.23,,,
51105,11/9/2025 0:35,59.16,67.21,65.12,61.03,,,
51106,11/9/2025 0:35,59.11,67.28,65.17,61,,,
51107,11/9/2025 0:35,59.14,67.19,65.07,60.93,,,
51108,11/9/2025 0:35,59.2,67.23,64.89,60.89,,,
51109,11/9/2025 0:35,59.16,67.19,64.94,60.85,,,
51110,11/9/2025 0:35,59.11,67.17,65.28,60.85,,,
51111,11/9/2025 0:35,59.11,67.21,65.07,60.93,,,
51112,11/9/2025 0:35,59.13,67.24,65.12,60.8,,,
51113,11/9/2025 0:35,59.14,67.19,65.14,60.78,,,
51114,11/9/2025 0:35,59.16,67.21,65.12,60.96,,,
51115,11/9/2025 0:35,59.2,67.23,64.87,60.89,,,
51116,11/9/2025 0:35,59.16,67.21,65.07,60.87,,,
51117,11/9/2025 0:35,59.13,67.21,65.17,60.85,,,
51118,11/9/2025 0:35,59.18,67.17,65.43,60.85,,,
51119,11/9/2025 0:35,59.18,67.3,65.55,61.05,,,
51120,11/9/2025 0:35,59.22,67.17,65.68,61.21,,,
51121,11/9/2025 0:36,59.22,67.19,65.53,61.21,,,
51122,11/9/2025 0:36,59.23,67.26,65.53,61.14,,,
51123,11/9/2025 0:36,59.2,67.24,65.46,61.05,,,
51124,11/9/2025 0:36,59.18,67.23,65.62,61.11,,,
51125,11/9/2025 0:36,59.18,67.23,65.37,61.14,,,
51126,11/9/2025 0:36,59.2,67.21,65.55,61.09,,,
51127,11/9/2025 0:36,59.2,67.14,65.68,61.11,,,
51128,11/9/2025 0:36,59.25,67.24,65.77,61.14,,,
51129,11/9/2025 0:36,59.25,67.15,65.86,61.12,,,
51130,11/9/2025 0:36,59.2,67.15,65.88,61.11,,,
51131,11/9/2025 0:36,59.22,67.17,65.86,61.36,,,
51132,11/9/2025 0:36,59.27,67.12,65.97,61.21,,,
51133,11/9/2025 0:36,59.23,67.19,65.95,61.43,,,
51134,11/9/2025 0:36,59.23,67.12,65.91,61.38,,,
51135,11/9/2025 0:36,59.18,67.12,65.88,61.32,,,
51136,11/9/2025 0:36,59.25,67.14,65.93,61.45,,,
51137,11/9/2025 0:36,59.23,67.08,65.97,61.5,,,
51138,11/9/2025 0:36,59.2,67.08,66,61.45,,,
51139,11/9/2025 0:36,59.2,67.15,65.84,61.36,,,
51140,11/9/2025 0:36,59.25,67.1,65.89,61.36,,,
51141,11/9/2025 0:37,59.29,67.12,65.89,61.27,,,
51142,11/9/2025 0:37,59.32,67.12,65.52,61.18,,,
51143,11/9/2025 0:37,59.22,67.14,65.35,61.12,,,
51144,11/9/2025 0:37,59.22,67.19,64.98,61.03,,,
51145,11/9/2025 0:37,59.29,67.14,64.99,61.02,,,
51146,11/9/2025 0:37,59.27,67.12,64.89,61.02,,,
51147,11/9/2025 0:37,59.31,67.15,64.63,60.89,,,
51148,11/9/2025 0:37,59.31,67.08,64.33,60.8,,,
51149,11/9/2025 0:37,59.25,67.08,64.31,60.8,,,
51150,11/9/2025 0:37,59.32,67.17,64.35,60.78,,,
51151,11/9/2025 0:37,59.34,67.12,64.36,60.71,,,
51152,11/9/2025 0:37,59.25,67.14,64.26,60.67,,,
51153,11/9/2025 0:37,59.32,67.19,64.2,60.71,,,
51154,11/9/2025 0:37,59.29,67.1,64.11,60.73,,,
51155,11/9/2025 0:37,59.31,67.14,63.95,60.64,,,
51156,11/9/2025 0:37,59.32,67.08,64,60.64,,,
51157,11/9/2025 0:37,59.34,67.08,64.11,60.58,,,
51158,11/9/2025 0:37,59.27,67.15,64.06,60.51,,,
51159,11/9/2025 0:37,59.29,67.1,64.09,60.46,,,
51160,11/9/2025 0:37,59.25,67.1,64.15,60.44,,,
51161,11/9/2025 0:38,59.27,67.08,64.15,60.48,,,
51162,11/9/2025 0:38,59.27,67.01,63.86,60.35,,,
51163,11/9/2025 0:38,59.29,67.08,63.57,60.35,,,
51164,11/9/2025 0:38,59.27,67.06,63.27,60.28,,,
51165,11/9/2025 0:38,59.25,67.06,63.18,60.22,,,
51166,11/9/2025 0:38,59.23,67.01,63.14,60.13,,,
51167,11/9/2025 0:38,59.27,67.05,63.1,60.17,,,
51168,11/9/2025 0:38,59.22,67.03,63.19,60.28,,,
51169,11/9/2025 0:38,59.18,67.03,63.21,60.28,,,
51170,11/9/2025 0:38,59.22,67.01,63.27,60.28,,,
51171,11/9/2025 0:38,59.23,67.03,63.55,60.37,,,
51172,11/9/2025 0:38,59.2,67.05,63.68,60.57,,,
51173,11/9/2025 0:38,59.22,67.06,63.81,60.64,,,
51174,11/9/2025 0:38,59.18,67.08,64.11,60.73,,,
51175,11/9/2025 0:38,59.2,67.12,64.2,60.84,,,
51176,11/9/2025 0:38,59.23,67.14,64.45,60.85,,,
51177,11/9/2025 0:38,59.2,67.08,64.62,60.89,,,
51178,11/9/2025 0:38,59.14,67.12,64.83,61.02,,,
51179,11/9/2025 0:38,59.2,67.15,64.98,61.12,,,
51180,11/9/2025 0:38,59.18,67.06,65.14,61.18,,,
51181,11/9/2025 0:39,59.2,67.1,64.94,61.29,,,
51182,11/9/2025 0:39,59.22,67.03,65.16,61.47,,,
51183,11/9/2025 0:39,59.16,67.06,65.25,61.45,,,
51184,11/9/2025 0:39,59.2,67.12,65.28,61.57,,,
51185,11/9/2025 0:39,59.2,67.03,65.39,61.7,,,
51186,11/9/2025 0:39,59.18,67.01,65.28,61.86,,,
51187,11/9/2025 0:39,59.18,66.99,65.28,62.02,,,
51188,11/9/2025 0:39,59.2,66.96,65.21,62.11,,,
51189,11/9/2025 0:39,59.22,67.03,65.28,62.04,,,
51190,11/9/2025 0:39,59.16,66.97,65.23,62.15,,,
51191,11/9/2025 0:39,59.23,66.85,65.26,62.22,,,
51192,11/9/2025 0:39,59.2,66.85,65.17,62.11,,,
51193,11/9/2025 0:39,59.13,66.78,64.99,62.08,,,
51194,11/9/2025 0:39,59.2,66.72,64.87,62.11,,,
51195,11/9/2025 0:39,59.18,66.58,64.98,62.08,,,
51196,11/9/2025 0:39,59.16,66.54,64.89,62.01,,,
51197,11/9/2025 0:39,59.2,66.45,64.96,62.17,,,
51198,11/9/2025 0:39,59.11,66.34,64.98,62.24,,,
51199,11/9/2025 0:39,59.16,66.4,64.87,62.19,,,
51200,11/9/2025 0:39,59.2,66.34,64.94,62.26,,,
51201,11/9/2025 0:40,59.11,66.36,64.81,62.2,,,
51202,11/9/2025 0:40,59.11,66.34,64.83,62.17,,,
51203,11/9/2025 0:40,59.16,66.27,64.87,62.22,,,
51204,11/9/2025 0:40,59.14,66.24,64.87,61.99,,,
51205,11/9/2025 0:40,59.14,66.16,64.87,61.99,,,
51206,11/9/2025 0:40,59.11,66.09,64.74,61.84,,,
51207,11/9/2025 0:40,59.11,66.2,64.65,61.81,,,
51208,11/9/2025 0:40,59.14,66.22,64.38,61.63,,,
51209,11/9/2025 0:40,59.09,66.22,64.26,61.47,,,
51210,11/9/2025 0:40,59.04,66.31,64.35,61.29,,,
51211,11/9/2025 0:40,59.13,66.33,64.24,61,,,
51212,11/9/2025 0:40,59.11,66.33,64.44,61.39,,,
51213,11/9/2025 0:40,59.14,66.38,64.58,61.65,,,
51214,11/9/2025 0:40,59.18,66.43,64.65,61.68,,,
51215,11/9/2025 0:40,59.13,66.52,64.8,61.72,,,
51216,11/9/2025 0:40,59.11,66.52,64.87,61.74,,,
51217,11/9/2025 0:40,59.16,66.63,64.99,61.65,,,
51218,11/9/2025 0:40,59.11,66.61,64.94,61.74,,,
51219,11/9/2025 0:40,59.11,66.63,65.01,61.9,,,
51220,11/9/2025 0:40,59.09,66.6,65.1,62.17,,,
51221,11/9/2025 0:41,59.14,66.61,65.17,62.46,,,
51222,11/9/2025 0:41,59.2,66.61,65.14,62.44,,,
51223,11/9/2025 0:41,59.11,66.65,65.12,62.22,,,
51224,11/9/2025 0:41,59.16,66.67,65.12,62.28,,,
51225,11/9/2025 0:41,59.16,66.76,65.1,62.28,,,
51226,11/9/2025 0:41,59.13,66.72,65.25,62.47,,,
51227,11/9/2025 0:41,59.2,66.7,65.17,62.28,,,
51228,11/9/2025 0:41,59.23,66.76,65.12,62.22,,,
51229,11/9/2025 0:41,59.14,66.78,65.25,62.22,,,
51230,11/9/2025 0:41,59.14,66.83,65.14,62.35,,,
51231,11/9/2025 0:41,59.16,66.78,65.23,62.42,,,
51232,11/9/2025 0:41,59.14,66.78,65.23,62.46,,,
51233,11/9/2025 0:41,59.18,66.72,65.32,62.49,,,
51234,11/9/2025 0:41,59.18,66.81,65.26,62.35,,,
51235,11/9/2025 0:41,59.23,66.79,65.25,62.28,,,
51236,11/9/2025 0:41,59.27,66.85,65.12,62.15,,,
51237,11/9/2025 0:41,59.2,66.85,65.08,61.86,,,
51238,11/9/2025 0:41,59.23,66.87,64.92,61.74,,,
51239,11/9/2025 0:41,59.27,66.81,64.85,61.59,,,
51240,11/9/2025 0:41,59.2,66.87,64.58,61.45,,,
51241,11/9/2025 0:42,59.22,66.81,64.36,61.34,,,
51242,11/9/2025 0:42,59.18,66.79,64.24,61.11,,,
51243,11/9/2025 0:42,59.22,66.78,64.42,60.98,,,
51244,11/9/2025 0:42,59.18,66.81,64.26,60.91,,,
51245,11/9/2025 0:42,59.16,66.78,64.11,60.84,,,
51246,11/9/2025 0:42,59.22,66.85,64.09,60.62,,,
51247,11/9/2025 0:42,59.14,66.81,63.88,60.53,,,
51248,11/9/2025 0:42,59.16,66.69,63.68,60.39,,,
51249,11/9/2025 0:42,59.13,66.7,63.43,60.3,,,
51250,11/9/2025 0:42,59.18,66.76,63.37,60.21,,,
51251,11/9/2025 0:42,59.14,66.67,63.36,60.15,,,
51252,11/9/2025 0:42,59.11,66.74,63.45,60.15,,,
51253,11/9/2025 0:42,59.09,66.69,63.3,59.99,,,
51254,11/9/2025 0:42,59.13,66.69,63.21,59.99,,,
51255,11/9/2025 0:42,59.05,66.69,63.12,59.95,,,
51256,11/9/2025 0:42,59.05,66.69,63,59.85,,,
51257,11/9/2025 0:42,59.07,66.6,62.94,59.81,,,
51258,11/9/2025 0:42,59.02,66.67,62.85,59.74,,,
51259,11/9/2025 0:42,59.04,66.61,62.8,59.76,,,
51260,11/9/2025 0:42,58.98,66.54,62.89,59.67,,,
51261,11/9/2025 0:43,58.98,66.6,62.89,59.67,,,
51262,11/9/2025 0:43,58.95,66.51,62.82,59.61,,,
51263,11/9/2025 0:43,58.91,66.47,62.89,59.61,,,
51264,11/9/2025 0:43,58.95,66.54,62.98,59.76,,,
51265,11/9/2025 0:43,58.91,66.56,63.1,59.67,,,
51266,11/9/2025 0:43,58.95,66.52,63.09,59.72,,,
51267,11/9/2025 0:43,58.89,66.58,63.03,59.74,,,
51268,11/9/2025 0:43,58.89,66.56,63.21,59.79,,,
51269,11/9/2025 0:43,58.86,66.52,63.21,59.79,,,
51270,11/9/2025 0:43,58.82,66.56,63.12,59.76,,,
51271,11/9/2025 0:43,58.89,66.52,63.16,59.79,,,
51272,11/9/2025 0:43,58.82,66.49,63.21,59.63,,,
51273,11/9/2025 0:43,58.82,66.52,63.46,59.67,,,
51274,11/9/2025 0:43,58.84,66.54,63.36,59.59,,,
51275,11/9/2025 0:43,58.78,66.56,63.21,59.49,,,
51276,11/9/2025 0:43,58.78,66.56,63.18,59.43,,,
51277,11/9/2025 0:43,58.77,66.61,63.07,59.5,,,
51278,11/9/2025 0:43,58.8,66.63,63,59.41,,,
51279,11/9/2025 0:43,58.82,66.61,62.96,59.45,,,
51280,11/9/2025 0:43,58.73,66.54,62.92,59.32,,,
